# Ensemble size: 10, Steps: 15000, Burn in steps: 0, Samples: 200
# L = 16, Lz = 8, T = 1.625, Jz = 0.1000
step,H,H^2
5025,-2836.500000,8050297.348000,
5100,-2852.780000,8141659.812000,
5175,-2834.660000,8039351.860000,
5250,-2840.420000,8071958.564000,
5325,-2848.940000,8119694.948000,
5400,-2858.140000,8171423.380000,
5475,-2817.940000,7947433.220000,
5550,-2835.260000,8042647.940000,
5625,-2851.180000,8131136.612000,
5700,-2847.140000,8109176.340000,
5775,-2863.020000,8199665.524000,
5850,-2871.580000,8247126.452000,
5925,-2864.380000,8207887.940000,
6000,-2881.140000,8302125.572000,
6075,-2862.140000,8195448.420000,
6150,-2862.100000,8194932.836000,
6225,-2864.340000,8207620.276000,
6300,-2884.940000,8326047.076000,
6375,-2877.100000,8281149.460000,
6450,-2885.420000,8327953.748000,
6525,-2877.300000,8280785.348000,
6600,-2883.020000,8312827.316000,
6675,-2904.500000,8436614.084000,
6750,-2898.500000,8402981.044000,
6825,-2892.780000,8373092.628000,
6900,-2886.740000,8334024.484000,
6975,-2901.780000,8421826.420000,
7050,-2903.340000,8431015.652000,
7125,-2886.140000,8332789.396000,
7200,-2894.260000,8378925.652000,
7275,-2889.980000,8354949.492000,
7350,-2893.140000,8373023.204000,
7425,-2909.460000,8467490.820000,
7500,-2870.460000,8242893.748000,
7575,-2909.340000,8465483.060000,
7650,-2905.500000,8444324.324000,
7725,-2921.940000,8539017.028000,
7800,-2927.380000,8571790.756000,
7875,-2939.180000,8641872.244000,
7950,-2943.100000,8664499.428000,
8025,-2938.780000,8640258.500000,
8100,-2937.860000,8633210.100000,
8175,-2931.260000,8594123.604000,
8250,-2911.260000,8476825.380000,
8325,-2934.180000,8611200.436000,
8400,-2941.780000,8657330.932000,
8475,-2947.940000,8692583.332000,
8550,-2936.940000,8626802.084000,
8625,-2951.060000,8712187.236000,
8700,-2946.980000,8688372.148000,
8775,-2950.980000,8709676.468000,
8850,-2937.340000,8632074.852000,
8925,-2975.860000,8860199.716000,
9000,-2951.100000,8712800.756000,
9075,-2961.940000,8776871.460000,
9150,-2955.660000,8741820.036000,
9225,-2973.300000,8844331.828000,
9300,-2966.220000,8802716.692000,
9375,-2964.900000,8794032.932000,
9450,-2975.340000,8855049.380000,
9525,-2968.100000,8815685.652000,
9600,-2972.220000,8837003.332000,
9675,-2968.260000,8812552.548000,
9750,-2960.740000,8768595.236000,
9825,-2971.140000,8831442.644000,
9900,-2979.220000,8876810.932000,
9975,-2972.380000,8838008.996000,
10050,-2986.500000,8921994.196000,
10125,-2976.100000,8860601.364000,
10200,-2967.980000,8817313.476000,
10275,-2983.740000,8908358.436000,
10350,-2983.740000,8906374.740000,
10425,-2973.700000,8847046.100000,
10500,-2974.380000,8850120.548000,
10575,-2986.380000,8924671.988000,
10650,-2989.940000,8944410.100000,
10725,-3006.460000,9045739.252000,
10800,-2983.540000,8907899.188000,
10875,-3004.580000,9031789.572000,
10950,-2997.140000,8987590.372000,
11025,-3004.620000,9029756.724000,
11100,-3020.860000,9127814.612000,
11175,-3008.620000,9053851.924000,
11250,-3012.740000,9078710.596000,
11325,-3036.900000,9225195.412000,
11400,-3026.580000,9163572.836000,
11475,-3009.380000,9060552.100000,
11550,-2993.580000,8964822.116000,
11625,-3014.740000,9092649.684000,
11700,-3029.340000,9181120.180000,
11775,-3027.700000,9169751.636000,
11850,-3018.700000,9115029.780000,
11925,-3022.180000,9137214.020000,
12000,-3017.460000,9107741.988000,
12075,-3011.300000,9074844.308000,
12150,-3013.780000,9086547.764000,
12225,-3024.820000,9152983.700000,
12300,-3030.020000,9182432.836000,
12375,-3036.940000,9226299.220000,
12450,-2992.580000,8958610.868000,
12525,-3014.300000,9090374.676000,
12600,-3018.380000,9115207.748000,
12675,-3030.260000,9186248.468000,
12750,-3021.420000,9132176.340000,
12825,-3020.420000,9127836.292000,
12900,-3028.260000,9173883.844000,
12975,-3018.860000,9114423.348000,
13050,-3027.180000,9165890.612000,
13125,-3029.540000,9182169.412000,
13200,-3004.980000,9032812.100000,
13275,-2997.820000,8991323.316000,
13350,-2993.100000,8960766.468000,
13425,-2996.860000,8984564.708000,
13500,-3003.060000,9020280.596000,
13575,-3001.900000,9013145.844000,
13650,-3012.260000,9076847.620000,
13725,-3005.260000,9033548.372000,
13800,-3021.500000,9130210.260000,
13875,-3021.500000,9130622.436000,
13950,-3010.860000,9068031.604000,
14025,-3029.580000,9179753.956000,
14100,-3006.420000,9041500.516000,
14175,-3034.780000,9211840.916000,
14250,-3025.980000,9159499.764000,
14325,-3022.180000,9136956.964000,
14400,-3029.820000,9184221.524000,
14475,-3021.300000,9131630.532000,
14550,-3019.500000,9122547.540000,
14625,-3032.980000,9205161.684000,
14700,-3006.260000,9039111.364000,
14775,-3037.420000,9230025.428000,
14850,-3037.700000,9230491.108000,
14925,-3019.580000,9122875.684000,
