# Ensemble size: 10, Steps: 15000, Burn in steps: 0, Samples: 200
# L = 16, Lz = 8, T = 2.375, Jz = 0.1000
step,H,H^2
12825,-2221.780000,4940778.644000,
12900,-2224.940000,4956530.660000,
12975,-2242.460000,5032384.724000,
13050,-2261.980000,5122412.884000,
13125,-2273.340000,5177641.268000,
13200,-2217.660000,4928462.964000,
13275,-2269.260000,5154408.724000,
13350,-2227.100000,4970585.236000,
13425,-2226.820000,4967168.452000,
13500,-2201.140000,4853450.740000,
13575,-2234.380000,4997259.252000,
13650,-2246.460000,5054636.836000,
13725,-2255.180000,5093854.116000,
13800,-2245.580000,5050867.076000,
13875,-2261.180000,5120168.580000,
13950,-2264.820000,5135868.228000,
14025,-2265.820000,5150039.092000,
14100,-2225.740000,4970039.508000,
14175,-2234.780000,5003347.684000,
14250,-2228.820000,4973779.060000,
14325,-2262.500000,5131503.380000,
14400,-2256.660000,5103572.276000,
14475,-2243.260000,5048699.508000,
14550,-2219.780000,4939525.156000,
14625,-2234.180000,5002698.868000,
14700,-2241.580000,5034436.900000,
14775,-2242.620000,5043686.292000,
14850,-2218.060000,4928834.916000,
14925,-2215.460000,4920168.308000,
